"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16"
"1" 1.73251957294625 -1.10629438497527 2.18780829317126 0.7130243391894 -0.603034967860507 0.135354902314453 0.844010228501593 0.113583571257069 0.11368329327046 1.20013951964276 -1.09344977929886 0.572688060714897 0.572688060714897 -1.07253212583649 -0.790607084435034 2
"2" 0.578670942278363 0.90191871546177 0.129680278449711 -0.251365416003744 -0.341669984407805 -0.51550058541036 0.420302983375523 1.01217938586958 -0.587912126694692 -1.97487626594176 -0.190990916291534 -2.08307574915132 -2.08307574915132 -0.156430127956568 -1.49034157075701 2
"3" 0.457213191681744 -1.10629438497527 0.705956122571745 1.61713973468297 1.32766053404204 3.19437569462107 0.174998788828851 0.562881478563327 0.422385278055127 0.464465130300001 1.37180370013578 0.769411305890172 0.769411305890172 0.8151932031282 0.0490742991513426 2
"4" 0.517942066980053 -1.10629438497527 0.952931484338331 1.5568653749834 1.05253324811412 0.721124841266784 1.04471366040342 0.383162315640824 0.25400237726349 2.05197302309226 -0.124957340949535 -1.68962925880077 -1.68962925880077 -0.461797460583209 -0.230819495377449 1
"5" 1.73251957294625 -1.10629438497527 2.18780829317126 0.7130243391894 -0.603034967860507 -0.0599017440029914 0.576405652632496 -0.21590156076752 0.197874743666278 0.503184835002252 -1.09344977929886 0.474326438127259 0.474326438127259 -0.933728792824382 -5.19893434826351 2
"6" -2.03267069554896 -1.10629438497527 0.458980760805159 -1.03493209209817 -1.4381025456747 0.721124841266784 0.26420031411855 -1.38407611976379 0.11368329327046 0.0385483785752491 1.61392680972311 0.179241570364346 0.179241570364346 1.42592786838148 0.678835336841125 2
"7" -0.392991062494593 0.90191871546177 -0.281945324494599 -0.974657732398601 -0.961606004375263 -0.775842780500286 -0.583214176133591 0.293302734179572 -1.03693319547239 -0.503527487256254 0.953591056303118 0.933347343536235 0.933347343536235 0.787432536525778 -0.300792944009647 1
"8" 0.153568815190195 0.90191871546177 -0.117295083316875 -0.854109012999458 -0.910457596867097 -0.710757231727804 -3.45996336672638 0.263349540359155 -0.363401592305843 -0.774565420172005 0.733479138496454 -1.26339556092101 -1.26339556092101 0.398783204091871 -0.510713289906241 1
"9" -0.150075561301354 -1.10629438497527 0.376655640216297 -0.733560293600315 -1.05303155507801 -0.320243939092917 -0.828518370680263 -0.395620723690023 -0.279210141910025 -1.04560335308776 0.601411987812456 1.03170896612387 1.03170896612387 0.8151932031282 -0.720633635802836 1
"10" 0.214297690488505 0.90191871546177 0.294330519627435 -0.0705423369050292 -0.241557780159817 0.00518380476948991 -0.560913794811166 0.473021897102075 -0.39146540910445 -0.658406306065255 1.12968059054845 0.769411305890172 0.769411305890172 0.953996536140309 -0.790607084435034 2
"11" 0.943044194068222 -1.10629438497527 0.541305881394021 0.230829461592828 -0.068945641995626 0.851295938811747 -0.449411888199042 1.01217938586958 -0.39146540910445 -0.271209259042753 0.843535097399786 0.703836890831747 0.703836890831747 0.981757202742731 -0.300792944009647 2
"12" -0.0893466860030443 0.90191871546177 0.129680278449711 1.07467049738683 1.22612510515516 -0.775842780500286 -0.271008837619644 0.173489958897903 -0.559848309896086 -0.968163943683256 -0.477136409440197 0.080879947776708 0.080879947776708 -0.295233460968678 -0.160846046745251 1
"13" 0.457213191681744 0.90191871546177 0.705956122571745 -0.613011574201172 -1.09883411385426 -0.710757231727804 -0.00340426175054728 0.443068703281658 -0.195018691514207 -0.348648668447253 -1.26953931354419 -0.181417712456993 -0.181417712456993 -1.37789945846313 -0.0908725981130534 2
"14" -1.00027981547769 -1.10629438497527 0.541305881394021 0.2911038212924 -0.00181254776260972 0.135354902314453 0.554105271310071 -0.365667529869606 -0.363401592305843 0.541904539704502 0.75549033027712 0.441539230598047 0.441539230598047 0.731911203320934 -1.28042122486042 2
"15" -0.150075561301354 0.90191871546177 -0.281945324494599 1.19521921678597 1.76672490343841 -0.775842780500286 0.0634968822167269 0.95227299822875 -0.195018691514207 0.154707492682 0.27124411110246 -0.0502688823401423 -0.0502688823401423 0.0934158714652295 -0.160846046745251 1
"16" 0.0321110645935753 0.90191871546177 -1.10519653038322 -1.21575517119689 -0.763549390326566 -0.906013878045248 -0.516313032166316 -0.515433498971692 -0.0266357907225705 -0.968163943683256 0.0511321932957959 0.703836890831747 0.703836890831747 0.0934158714652295 0.119047747783541 1
"17" 0.0321110645935753 -1.10629438497527 0.623631001982883 -0.552737214501601 -0.987866172516236 -0.450415036637879 -0.226408074974795 -0.605293080432944 -0.0266357907225705 -1.12304276249226 0.953591056303118 0.998921758594661 0.998921758594661 1.06503920255 -0.510713289906241 2
"18" -0.0286178107047345 0.90191871546177 -0.446595565672323 -0.613011574201172 -0.394897736443449 -1.23144162190765 -0.783917608035413 -0.42557391751044 -1.34563518025706 -1.47152010481251 0.51336722068979 -1.59126763621313 -1.59126763621313 0.482065203899136 -0.300792944009647 1
"19" 1.61106182234963 -1.10629438497527 0.129680278449711 -0.311639775703315 -0.412933397569758 0.135354902314453 -0.025704643072972 0.74260064148583 0.141747110069066 -0.271209259042753 0.865546289180452 0.474326438127259 0.474326438127259 0.148937204670073 -0.580686738538439 1
"20" 0.639399817576673 0.90191871546177 0.212005399038573 0.230829461592828 0.166804657857056 -0.450415036637879 0.576405652632496 0.95227299822875 -0.335337775507237 -0.426088077851753 -1.00540501217619 0.113667155305921 0.113667155305921 -0.989250126029226 -0.580686738538439 1
"21" -1.12173756607431 0.90191871546177 -0.281945324494599 -0.613011574201172 -0.506884186406318 -0.385329487865398 2.13743234520223 0.473021897102075 0.534640545249551 3.60076121118227 0.359288878225125 -0.0174816748109297 -0.0174816748109297 0.176697871272495 0.119047747783541 1
"22" -0.0893466860030443 -1.10629438497527 0.458980760805159 -0.0705423369050292 -0.351223837879221 0.0702693535419712 -0.739316845390564 -0.934778212457533 0.197874743666278 -0.464807782554004 1.04163582342578 0.671049683302535 0.671049683302535 1.20384253556211 -0.580686738538439 1
"23" -0.635906563687832 0.90191871546177 -0.858221168616633 0.411652540691543 1.313498817025 -1.16635607313517 -0.516313032166316 -0.0960887854858513 -0.0266357907225705 -0.309928963745003 0.623423179593122 -0.0502688823401423 -0.0502688823401423 0.648629203513668 0.189021196415739 1
"24" 0.639399817576673 0.90191871546177 0.129680278449711 -0.552737214501601 -0.697987050217569 -0.906013878045248 0.0411965008943022 1.16194535497167 -0.756295027486329 0.0772680832774993 -0.653225943685529 0.375964815539621 0.375964815539621 -0.878207459619538 -0.370766392641845 1
"25" -0.392991062494593 0.90191871546177 -0.858221168616633 -0.793834653299887 -0.344108447987741 -0.450415036637879 -0.337909981586918 0.622787866204161 -0.587912126694692 -0.309928963745003 0.403311261786458 1.91696356941261 1.91696356941261 0.148937204670073 -0.440739841274043 1
